Symbol,LongName,Groups,Trend,WklyPrdStg,DlyPrdStg,wTop10Coint,dTop10Coint,wTop10Corr,wTop10xCorr,dTop10Corr,dTop10xCorr
TSLA,"Tesla, Inc.", ,W:f - D:f,-0.3174,0.1928,"[[""HD"", ""1-F | 0.02905 | 0.23465""], [""XAB=F"", ""1-F | 0.04964 | 0.05845""], [""FXP"", ""1-F | 0.05336 | 0.86380""], [""ACN"", ""1-F | 0.06491 | 0.27856""], [""QCOM"", ""1-F | 0.06835 | 0.63369""], [""DUK"", ""1-F | 0.06972 | 0.84065""], [""IONS"", ""1-F | 0.07364 | 0.90194""], [""TXN"", ""1-F | 0.07647 | 0.80889""], [""LOW"", ""1-F | 0.08119 | 0.46528""], [""MOMO"", ""1-F | 0.10405 | 0.88653""], [""PSA"", ""1-F | 0.10650 | 0.66814""]]","[[""MRVL"", ""1-F | 0.01516 | 0.89041""], [""NFLX"", ""1-F | 0.02565 | 0.00547""], [""YY"", ""1-F | 0.06224 | 0.95234""], [""CLS"", ""1-F | 0.07609 | 0.88195""], [""AMZN"", ""1-F | 0.09438 | 0.91057""], [""AMX"", ""1-F | 0.11264 | 0.96080""], [""NOW"", ""1-F | 0.11410 | 0.14822""], [""HON"", ""1-F | 0.11690 | 0.94087""], [""AXP"", ""1-F | 0.13303 | 0.71076""], [""BKNG"", ""1-F | 0.16118 | 0.82118""], [""EXEL"", ""1-F | 0.16743 | 0.94586""]]","[[""^IXIC"", 0.55135], [""BLK"", 0.48513], [""^GSPC"", 0.48275], [""AAPL"", 0.47909], [""XAK=F"", 0.47205], [""HUBS"", 0.44843], [""TXN"", 0.44532], [""SYNA"", 0.4443], [""MRVL"", 0.43855], [""QCOM"", 0.43274], [""^NYA"", 0.42549]]","[[""FXP"", -0.37894], [""JPYUSD=X"", -0.12963], [""MOMO"", -0.09459], [""QURE"", -0.07878], [""IONS"", -0.07565], [""T"", -0.07535], [""IRWD"", -0.05636], [""GLPG"", -0.05413], [""HRTX"", -0.05232], [""BFH"", -0.04651], [""VZ"", -0.04516]]","[[""^IXIC"", 0.53109], [""XAK=F"", 0.47398], [""^GSPC"", 0.46264], [""MRVL"", 0.42823], [""AXON"", 0.42473], [""CLS"", 0.40016], [""NFLX"", 0.39632], [""AVGO"", 0.38725], [""AAOI"", 0.37029], [""AMZN"", 0.36294], [""CRM"", 0.35914]]","[[""FXP"", -0.31425], [""MRK"", -0.31066], [""PEP"", -0.28906], [""CNC"", -0.23526], [""CI"", -0.21194], [""MDLZ"", -0.20785], [""EL"", -0.18299], [""BAX"", -0.17481], [""TMO"", -0.16458], [""UPS"", -0.14098], [""AMX"", -0.133]]"
TXN,Texas Instruments Incorporated,T:Long-11/08,W:f - D:f,0.2035,0.0060,"[[""HON"", ""0-T  | ""], [""FXP"", ""1-F | 0.00184 | 0.34977""], [""HD"", ""1-F | 0.01231 | 0.37421""], [""MOMO"", ""1-F | 0.01265 | 0.56256""], [""LOW"", ""1-F | 0.01302 | 0.36780""], [""HUBS"", ""1-F | 0.01680 | 0.59463""], [""ACN"", ""1-F | 0.02076 | 0.37643""], [""DHR"", ""1-F | 0.02181 | 0.33127""], [""CSX"", ""1-F | 0.02476 | 0.47057""], [""QCOM"", ""1-F | 0.03519 | 0.01969""], [""TSLA"", ""1-F | 0.03671 | 0.80889""]]","[[""NEE"", ""1-F | 0.00451 | 0.03294""], [""SO"", ""1-F | 0.00715 | 0.03375""], [""ECL"", ""1-F | 0.01054 | 0.00125""], [""IRTC"", ""1-F | 0.01709 | 0.54540""], [""NNDM"", ""1-F | 0.01816 | 0.33541""], [""SYNA"", ""1-F | 0.02198 | 0.56298""], [""DUK"", ""1-F | 0.02256 | 0.03813""], [""PG"", ""1-F | 0.02447 | 0.13756""], [""LSCC"", ""1-F | 0.02740 | 0.65885""], [""ASND"", ""1-F | 0.02846 | 0.40522""], [""SEDG"", ""1-F | 0.03249 | 0.63619""]]","[[""^GSPC"", 0.60059], [""XAK=F"", 0.59526], [""^DJI"", 0.5797], [""QCOM"", 0.57093], [""LRCX"", 0.56541], [""XAI=F"", 0.56403], [""^NYA"", 0.56374], [""^IXIC"", 0.5584], [""BLK"", 0.5533], [""LSCC"", 0.53943], [""XAB=F"", 0.53135]]","[[""FXP"", -0.48087], [""JPYUSD=X"", -0.19382], [""T"", -0.12618], [""ALKS"", -0.07479], [""MOMO"", -0.0687], [""GRPN"", -0.06534], [""IONS"", -0.0631], [""HRTX"", -0.06032], [""VZ"", -0.05034], [""GLPG"", -0.04972], [""IRWD"", -0.04392]]","[[""QCOM"", 0.486], [""^GSPC"", 0.47233], [""^IXIC"", 0.44357], [""^NYA"", 0.40851], [""AVGO"", 0.4046], [""MMM"", 0.39734], [""XAK=F"", 0.39722], [""LDOS"", 0.37775], [""HIMX"", 0.3683], [""FSLR"", 0.35056], [""NVDA"", 0.34887]]","[[""FXP"", -0.27921], [""CNMD"", -0.15562], [""GLPG"", -0.12105], [""MDB"", -0.11242], [""IRWD"", -0.10876], [""IRTC"", -0.10869], [""PACB"", -0.10741], [""BA"", -0.10733], [""EL"", -0.09853], [""MRK"", -0.09846], [""NKE"", -0.09247]]"
UCTT,"Ultra Clean Holdings, Inc.",T: Long,W:f - D:f,0.1070,0.0440,"[[""ADBE"", ""1-F | 0.02108 | 0.19681""], [""BLK"", ""1-F | 0.02316 | 0.87380""], [""ABT"", ""1-F | 0.02419 | 0.07192""], [""JNJ"", ""1-F | 0.03475 | 0.00151""], [""ANTM.JK"", ""1-F | 0.03778 | 0.51964""], [""DHR"", ""1-F | 0.04075 | 0.49110""], [""XAB=F"", ""1-F | 0.04319 | 0.45423""], [""ACN"", ""1-F | 0.04540 | 0.52954""], [""MOMO"", ""1-F | 0.05434 | 0.64703""], [""TXN"", ""1-F | 0.05650 | 0.31733""], [""HON"", ""1-F | 0.05880 | 0.05859""]]","[[""HRTX"", ""1-F | 0.00287 | 0.14207""], [""ADP"", ""1-F | 0.01542 | 0.87165""], [""ALL"", ""1-F | 0.02240 | 0.69756""], [""CLSK"", ""1-F | 0.02302 | 0.00424""], [""TRV"", ""1-F | 0.02359 | 0.58281""], [""LRCX"", ""1-F | 0.02488 | 0.45640""], [""AON"", ""1-F | 0.02572 | 0.80548""], [""MA"", ""1-F | 0.02726 | 0.71268""], [""IBM"", ""1-F | 0.03128 | 0.83974""], [""PYPL"", ""1-F | 0.03389 | 0.90575""], [""MCD"", ""1-F | 0.03574 | 0.59259""]]","[[""LRCX"", 0.65077], [""^IXIC"", 0.54808], [""^GSPC"", 0.52473], [""QCOM"", 0.51941], [""^NYA"", 0.51141], [""XAK=F"", 0.50846], [""^DJI"", 0.48982], [""TXN"", 0.48866], [""SYNA"", 0.4818], [""BLK"", 0.48065], [""XAI=F"", 0.46547]]","[[""FXP"", -0.35701], [""JPYUSD=X"", -0.08711], [""IONS"", -0.08066], [""ALKS"", -0.04832], [""T"", -0.04022], [""MO"", -0.00368], [""MOMO"", -0.00112], [""VZ"", 0.00259], [""HRTX"", 0.00818], [""HAE"", 0.01927], [""BA"", 0.02499]]","[[""LRCX"", 0.56755], [""QCOM"", 0.52771], [""VSH"", 0.47273], [""ALGM"", 0.46589], [""SMCI"", 0.42971], [""LSCC"", 0.41943], [""SYNA"", 0.41462], [""MEDP"", 0.40616], [""HRTX"", 0.38417], [""WOLF"", 0.37701], [""MSFT"", 0.34332]]","[[""NOC"", -0.2672], [""ALL"", -0.26498], [""GILD"", -0.23766], [""LMT"", -0.22504], [""T"", -0.20935], [""MCD"", -0.19971], [""MO"", -0.19621], [""DUK"", -0.19529], [""AON"", -0.18842], [""KO"", -0.18755], [""CB"", -0.18538]]"
UNH,UnitedHealth Group Incorporated, ,W:f - D:f,0.1244,0.1904,"[[""MOMO"", ""1-F | 0.00526 | 0.66405""], [""AON"", ""1-F | 0.01058 | 0.24813""], [""LOW"", ""1-F | 0.01112 | 0.51263""], [""KO"", ""1-F | 0.01339 | 0.72415""], [""LSCC"", ""1-F | 0.01427 | 0.57749""], [""HRTX"", ""1-F | 0.01995 | 0.77873""], [""MCD"", ""1-F | 0.02540 | 0.49920""], [""IONS"", ""1-F | 0.05110 | 0.69822""], [""YY"", ""1-F | 0.05205 | 0.74322""], [""GRPN"", ""1-F | 0.06799 | 0.76446""], [""QLYS"", ""1-F | 0.07867 | 0.67758""]]","[[""PSA"", ""1-F | 0.01861 | 0.01439""], [""IRTC"", ""1-F | 0.02424 | 0.61671""], [""CB"", ""1-F | 0.03545 | 0.19745""], [""NNDM"", ""1-F | 0.04642 | 0.47281""], [""LSCC"", ""1-F | 0.05265 | 0.55119""], [""CLSK"", ""1-F | 0.06813 | 0.50758""], [""SPGI"", ""1-F | 0.07878 | 0.02373""], [""PG"", ""1-F | 0.08688 | 0.39630""], [""MOMO"", ""1-F | 0.09374 | 0.46521""], [""DUK"", ""1-F | 0.09916 | 0.34704""], [""LMT"", ""1-F | 0.10322 | 0.09404""]]","[[""CI"", 0.58792], [""CNC"", 0.58529], [""ADP"", 0.54074], [""WM"", 0.48561], [""^DJI"", 0.48106], [""JNJ"", 0.4731], [""AMGN"", 0.45972], [""TMO"", 0.45905], [""CB"", 0.45416], [""LLY"", 0.45299], [""^GSPC"", 0.44779]]","[[""FXP"", -0.25489], [""MOMO"", -0.21953], [""JPYUSD=X"", -0.19456], [""GRPN"", -0.17519], [""YY"", -0.15236], [""HRTX"", -0.1463], [""FXI"", -0.12333], [""NNDM"", -0.11462], [""QURE"", -0.10657], [""BA"", -0.10433], [""EURUSD=X"", -0.10253]]","[[""PSA"", 0.42679], [""DUK"", 0.40172], [""PG"", 0.37328], [""^DJI"", 0.37198], [""AMGN"", 0.35922], [""CCI"", 0.35464], [""SPGI"", 0.33596], [""XAU=F"", 0.33467], [""LOW"", 0.32199], [""SO"", 0.32033], [""ADP"", 0.31821]]","[[""SMCI"", -0.20196], [""LSCC"", -0.18333], [""ALGM"", -0.18005], [""EL"", -0.18], [""HRTX"", -0.1798], [""FXP"", -0.17787], [""QLYS"", -0.17534], [""LRCX"", -0.16116], [""APTV"", -0.15125], [""UCTT"", -0.14837], [""HUBS"", -0.14161]]"
UPS,"United Parcel Service, Inc.", ,W:f - D:f,0.1035,0.2108,"[[""ANTM.JK"", ""1-F | 0.00006 | 0.50305""], [""JNJ"", ""1-F | 0.00906 | 0.13879""], [""IONS"", ""1-F | 0.03934 | 0.51305""], [""SYNA"", ""1-F | 0.04676 | 0.03471""], [""SEDG"", ""1-F | 0.05676 | 0.38331""], [""NKE"", ""1-F | 0.12903 | 0.04641""], [""BCRX"", ""1-F | 0.13517 | 0.34822""], [""000001.SS"", ""1-F | 0.17210 | 0.04268""], [""UCTT"", ""1-F | 0.17607 | 0.24474""], [""NEE"", ""1-F | 0.18444 | 0.25317""], [""T"", ""1-F | 0.18607 | 0.45051""]]","[[""INTC"", ""0-T  | ""], [""BCRX"", ""1-F | 0.00119 | 0.30927""], [""OPK"", ""1-F | 0.00147 | 0.21888""], [""MMM"", ""1-F | 0.00215 | 0.76466""], [""TEVA"", ""1-F | 0.00306 | 0.34856""], [""AAPL"", ""1-F | 0.00476 | 0.84384""], [""BFH"", ""1-F | 0.00681 | 0.55128""], [""EL"", ""1-F | 0.00770 | 0.77023""], [""SMCI"", ""1-F | 0.00852 | 0.21404""], [""SEDG"", ""1-F | 0.00901 | 0.49423""], [""MDRX"", ""1-F | 0.00951 | 0.26876""]]","[[""ITW"", 0.47388], [""XAI=F"", 0.46315], [""^DJI"", 0.46036], [""^NYA"", 0.45761], [""XAB=F"", 0.45716], [""NKE"", 0.45616], [""HON"", 0.45116], [""^GSPC"", 0.44149], [""TRMB"", 0.42888], [""CSX"", 0.42592], [""BLK"", 0.42571]]","[[""FXP"", -0.33474], [""JPYUSD=X"", -0.1161], [""MOMO"", -0.07938], [""IONS"", -0.07614], [""YY"", -0.07471], [""TEVA"", -0.05329], [""ALKS"", -0.02784], [""T"", -0.02745], [""NNDM"", -0.0191], [""CLSK"", -0.01569], [""HRTX"", -0.01256]]","[[""EL"", 0.38608], [""CSX"", 0.3628], [""BAX"", 0.36224], [""SEDG"", 0.36024], [""INTC"", 0.33791], [""IART"", 0.32436], [""BIDU"", 0.32009], [""VSH"", 0.31813], [""WOLF"", 0.30406], [""ALGM"", 0.29783], [""IRTC"", 0.2894]]","[[""ISRG"", -0.25812], [""SRCL"", -0.2504], [""NVDA"", -0.20649], [""NOW"", -0.20616], [""CLS"", -0.20613], [""QURE"", -0.17365], [""OPK"", -0.16941], [""META"", -0.16811], [""BCRX"", -0.15953], [""TEVA"", -0.15937], [""NFLX"", -0.15869]]"
USB,U.S. Bancorp, ,W:f - D:f,0.2930,-0.0072,"[[""SRPT"", ""1-F | 0.04153 | 0.03278""], [""LIVN"", ""1-F | 0.04802 | 0.22516""], [""BB"", ""1-F | 0.06088 | 0.03937""], [""SRCL"", ""1-F | 0.06902 | 0.08446""], [""MRK"", ""1-F | 0.08589 | 0.60681""], [""VRTX"", ""1-F | 0.08741 | 0.80443""], [""AMGN"", ""1-F | 0.10404 | 0.24872""], [""IRTC"", ""1-F | 0.10520 | 0.01330""], [""CLSK"", ""1-F | 0.11125 | 0.01054""], [""MMM"", ""1-F | 0.11576 | 0.45154""], [""GBPUSD=X"", ""1-F | 0.11579 | 0.12938""]]","[[""EXEL"", ""1-F | 0.00058 | 0.10981""], [""MRK"", ""1-F | 0.00063 | 0.95942""], [""NOW"", ""1-F | 0.00064 | 0.84823""], [""BLK"", ""1-F | 0.00096 | 0.87172""], [""AXON"", ""1-F | 0.00570 | 0.90418""], [""GILD"", ""1-F | 0.01031 | 0.33942""], [""META"", ""1-F | 0.01058 | 0.15524""], [""PYPL"", ""1-F | 0.01346 | 0.70356""], [""HRTX"", ""1-F | 0.01552 | 0.73983""], [""VSH"", ""1-F | 0.01725 | 0.90895""], [""ALL"", ""1-F | 0.02297 | 0.31457""]]","[[""PNC"", 0.60038], [""BAC"", 0.51218], [""XAF=F"", 0.44665], [""BFH"", 0.44366], [""MMM"", 0.41658], [""JPM"", 0.41146], [""SCHW"", 0.41], [""DIS"", 0.37648], [""LIVN"", 0.35442], [""BA"", 0.34498], [""AXP"", 0.33923]]","[[""GC=F"", -0.12226], [""FXP"", -0.10776], [""LLY"", -0.0694], [""VRTX"", -0.05887], [""NOW"", -0.03703], [""PEP"", -0.02479], [""NBIX"", -0.01623], [""MRK"", -0.01529], [""ALGM"", -0.01394], [""IRTC"", -0.00927], [""QLYS"", -0.00706]]","[[""PNC"", 0.64052], [""XAF=F"", 0.57145], [""BAC"", 0.55499], [""JPM"", 0.52321], [""^DJI"", 0.48703], [""AXP"", 0.46364], [""^NYA"", 0.44175], [""BLK"", 0.43939], [""BRK-B"", 0.4388], [""BFH"", 0.43833], [""XAI=F"", 0.42264]]","[[""LRCX"", -0.22564], [""FXP"", -0.19542], [""MRK"", -0.18817], [""HRTX"", -0.15442], [""BIDU"", -0.15407], [""SMCI"", -0.12742], [""BA"", -0.11953], [""EURUSD=X"", -0.10804], [""ALGM"", -0.10219], [""AMX"", -0.09697], [""CRSP"", -0.09691]]"
V,Visa Inc., ,W:f - D:f,0.0930,-0.0500,"[[""MA"", ""1-F | 0.00001 | 0.62725""], [""GC=F"", ""1-F | 0.00753 | 0.96065""], [""SYK"", ""1-F | 0.01964 | 0.01883""], [""NOW"", ""1-F | 0.03742 | 0.97910""], [""LDOS"", ""1-F | 0.04236 | 0.52460""], [""XAK=F"", ""1-F | 0.06051 | 0.97338""], [""SO"", ""1-F | 0.06802 | 0.73383""], [""MRVL"", ""1-F | 0.07324 | 0.25834""], [""HD"", ""1-F | 0.07644 | 0.04609""], [""MSFT"", ""1-F | 0.07681 | 0.81023""], [""^N225"", ""1-F | 0.08882 | 0.87710""]]","[[""MRVL"", ""0-T  | ""], [""MASI"", ""0-T  | ""], [""ZM"", ""1-F | 0.00023 | 0.07805""], [""AAOI"", ""1-F | 0.00027 | 0.03075""], [""ADM"", ""1-F | 0.04378 | 0.79854""], [""TRMB"", ""1-F | 0.05161 | 0.41373""], [""CRM"", ""1-F | 0.05313 | 0.10529""], [""CSCO"", ""1-F | 0.08197 | 0.48397""], [""AXON"", ""1-F | 0.10387 | 0.89263""], [""NOW"", ""1-F | 0.13068 | 0.80245""], [""PEP"", ""1-F | 0.13834 | 0.95801""]]","[[""MA"", 0.74312], [""^GSPC"", 0.57386], [""XAK=F"", 0.56996], [""^DJI"", 0.56848], [""ADP"", 0.56092], [""^IXIC"", 0.56034], [""ACN"", 0.55541], [""AXP"", 0.55486], [""MSFT"", 0.546], [""SPGI"", 0.54579], [""^NYA"", 0.53409]]","[[""FXP"", -0.40413], [""JPYUSD=X"", -0.18826], [""MOMO"", -0.10695], [""NNDM"", -0.1029], [""OPK"", -0.09209], [""T"", -0.08034], [""HRTX"", -0.07909], [""ALKS"", -0.06395], [""YY"", -0.05627], [""SRCL"", -0.05561], [""GRPN"", -0.04916]]","[[""MA"", 0.64058], [""XAF=F"", 0.48424], [""^DJI"", 0.45464], [""BLK"", 0.44452], [""ADP"", 0.42879], [""TRMB"", 0.42365], [""CRM"", 0.3983], [""AON"", 0.39663], [""ITW"", 0.38394], [""BKNG"", 0.38236], [""SYK"", 0.38091]]","[[""FXP"", -0.17827], [""HRTX"", -0.16836], [""SEDG"", -0.15824], [""IONS"", -0.14573], [""MRK"", -0.14031], [""PFE"", -0.13409], [""APTV"", -0.11174], [""DHR"", -0.09295], [""VSH"", -0.09188], [""SMCI"", -0.09112], [""LRCX"", -0.09078]]"
VRSN,"VeriSign, Inc.",,W:f - D:f,0.3314,0.0548,"[[""SBUX"", ""0-T  | ""], [""ALKS"", ""1-F | 0.00318 | 0.08566""], [""ZM"", ""1-F | 0.00342 | 0.43371""], [""MO"", ""1-F | 0.00983 | 0.06576""], [""GRPN"", ""1-F | 0.02463 | 0.39007""], [""NNDM"", ""1-F | 0.02594 | 0.01899""], [""ASND"", ""1-F | 0.03277 | 0.04077""], [""APD"", ""1-F | 0.03518 | 0.05229""], [""AAOI"", ""1-F | 0.04311 | 0.03158""], [""BFH"", ""1-F | 0.04636 | 0.13809""], [""BIDU"", ""1-F | 0.05493 | 0.45331""]]","[[""ADM"", ""1-F | 0.01459 | 0.93025""], [""JAZZ"", ""1-F | 0.06958 | 0.01649""], [""AIG"", ""1-F | 0.12150 | 0.66272""], [""CI"", ""1-F | 0.14487 | 0.90818""], [""QURE"", ""1-F | 0.26856 | 0.21307""], [""XAE=F"", ""1-F | 0.28068 | 0.07957""], [""AAOI"", ""1-F | 0.29439 | 0.06719""], [""ALKS"", ""1-F | 0.30556 | 0.54771""], [""MRVL"", ""1-F | 0.31077 | 0.32951""], [""QCOM"", ""1-F | 0.32498 | 0.46034""], [""PEP"", ""1-F | 0.32709 | 0.98062""]]","[[""ADBE"", 0.49206], [""INTU"", 0.48799], [""XAK=F"", 0.47956], [""V"", 0.47214], [""ABT"", 0.47209], [""TMO"", 0.47036], [""^IXIC"", 0.46033], [""SPGI"", 0.45789], [""MA"", 0.4466], [""NOW"", 0.44611], [""CSCO"", 0.43862]]","[[""FXP"", -0.27217], [""NNDM"", -0.17794], [""ALKS"", -0.15084], [""MO"", -0.12211], [""CLSK"", -0.11195], [""TEVA"", -0.10854], [""BFH"", -0.08368], [""T"", -0.06943], [""OPK"", -0.06932], [""GRPN"", -0.06748], [""BIDU"", -0.0663]]","[[""ACN"", 0.34126], [""CSCO"", 0.30407], [""QLYS"", 0.29558], [""ABT"", 0.27905], [""GILD"", 0.27652], [""BB"", 0.27228], [""ZM"", 0.26431], [""MCD"", 0.26241], [""CRM"", 0.25818], [""ITW"", 0.25102], [""ALKS"", 0.24874]]","[[""FSLR"", -0.18119], [""XOM"", -0.1605], [""EOG"", -0.12983], [""GD"", -0.126], [""EURUSD=X"", -0.11262], [""QCOM"", -0.1075], [""AIG"", -0.10003], [""CI"", -0.09973], [""GE"", -0.09813], [""LLY"", -0.09523], [""CLSK"", -0.08237]]"
VRTX,Vertex Pharmaceuticals Incorporated, ,W:f - D:f,0.2035,0.2632,"[[""LLY"", ""1-F | 0.02003 | 0.97570""], [""BB"", ""1-F | 0.02319 | 0.81580""], [""LMT"", ""1-F | 0.02511 | 0.04119""], [""IART"", ""1-F | 0.04020 | 0.89920""], [""IRWD"", ""1-F | 0.05664 | 0.82649""], [""AMGN"", ""1-F | 0.08403 | 0.88549""], [""NEOG"", ""1-F | 0.10540 | 0.87362""], [""LIVN"", ""1-F | 0.10562 | 0.89412""], [""MEDP"", ""1-F | 0.11098 | 0.05245""], [""FXI"", ""1-F | 0.12720 | 0.83523""], [""GE"", ""1-F | 0.12759 | 0.14219""]]","[[""DIS"", ""1-F | 0.06765 | 0.59630""], [""ASND"", ""1-F | 0.09314 | 0.58368""], [""NNDM"", ""1-F | 0.10009 | 0.40123""], [""TXN"", ""1-F | 0.10606 | 0.17699""], [""LSCC"", ""1-F | 0.13591 | 0.70692""], [""CL"", ""1-F | 0.14097 | 0.25944""], [""AMGN"", ""1-F | 0.14532 | 0.05558""], [""MDRX"", ""1-F | 0.14969 | 0.37905""], [""IRTC"", ""1-F | 0.15119 | 0.66403""], [""QLYS"", ""1-F | 0.15553 | 0.50590""], [""LLY"", ""1-F | 0.15880 | 0.02617""]]","[[""AMGN"", 0.49654], [""LLY"", 0.46498], [""MRK"", 0.43787], [""XAK=F"", 0.43618], [""CI"", 0.43555], [""SYK"", 0.43294], [""^GSPC"", 0.42557], [""MA"", 0.41478], [""MEDP"", 0.41477], [""AAPL"", 0.41457], [""V"", 0.41293]]","[[""FXP"", -0.2979], [""JPYUSD=X"", -0.2645], [""GRPN"", -0.14211], [""T"", -0.12792], [""BFH"", -0.10742], [""MOMO"", -0.10636], [""CLSK"", -0.10267], [""BA"", -0.10149], [""MMM"", -0.0967], [""VZ"", -0.09406], [""IRWD"", -0.09238]]","[[""AMGN"", 0.37227], [""SPGI"", 0.29301], [""DHR"", 0.2893], [""UNH"", 0.28845], [""PSA"", 0.28007], [""BCRX"", 0.27871], [""LLY"", 0.27593], [""GBPUSD=X"", 0.26878], [""DUK"", 0.26256], [""^DJI"", 0.2574], [""TXN"", 0.25715]]","[[""LSCC"", -0.27371], [""QLYS"", -0.23083], [""HUBS"", -0.1876], [""NNDM"", -0.17631], [""SEDG"", -0.16634], [""SMCI"", -0.15824], [""INTC"", -0.14789], [""WOLF"", -0.1284], [""BIDU"", -0.12713], [""DIS"", -0.121], [""MDB"", -0.11911]]"
VSH,"Vishay Intertechnology, Inc.",T: Long,W:f - D:f,0.2070,-0.2000,"[[""T"", ""1-F | 0.00986 | 0.25018""], [""GLPG"", ""1-F | 0.00999 | 0.78210""], [""VZ"", ""1-F | 0.01224 | 0.55553""], [""INCY"", ""1-F | 0.01307 | 0.00846""], [""QURE"", ""1-F | 0.01617 | 0.45239""], [""IONS"", ""1-F | 0.01775 | 0.20317""], [""CLDX"", ""1-F | 0.02034 | 0.25672""], [""AMX"", ""1-F | 0.02076 | 0.00602""], [""ANTM.JK"", ""1-F | 0.02258 | 0.52666""], [""ACAD"", ""1-F | 0.02688 | 0.24735""], [""ADM"", ""1-F | 0.02723 | 0.53579""]]","[[""ADP"", ""1-F | 0.00042 | 0.83748""], [""GILD"", ""1-F | 0.00131 | 0.90736""], [""IBM"", ""1-F | 0.00140 | 0.77893""], [""AON"", ""1-F | 0.00309 | 0.78200""], [""ALL"", ""1-F | 0.00349 | 0.62080""], [""CSCO"", ""1-F | 0.00516 | 0.98445""], [""HRTX"", ""1-F | 0.00532 | 0.58253""], [""PYPL"", ""1-F | 0.00576 | 0.92927""], [""MA"", ""1-F | 0.00775 | 0.63088""], [""^DJI"", ""1-F | 0.01038 | 0.51068""], [""HD"", ""1-F | 0.01315 | 0.68621""]]","[[""TXN"", 0.48179], [""ALGM"", 0.47133], [""XAB=F"", 0.45675], [""ITW"", 0.44468], [""EMR"", 0.43232], [""^IXIC"", 0.42263], [""LRCX"", 0.42249], [""LSCC"", 0.42178], [""APTV"", 0.42103], [""XAI=F"", 0.41873], [""^NYA"", 0.41818]]","[[""FXP"", -0.30496], [""JPYUSD=X"", -0.0967], [""VZ"", -0.05017], [""GLPG"", -0.01409], [""T"", -0.01089], [""IONS"", 0.01422], [""SRCL"", 0.02081], [""INCY"", 0.02105], [""HRTX"", 0.03141], [""QURE"", 0.0347], [""DUK"", 0.03794]]","[[""WOLF"", 0.50373], [""SYNA"", 0.49929], [""ALGM"", 0.49846], [""UCTT"", 0.47273], [""LSCC"", 0.45235], [""APTV"", 0.42354], [""LRCX"", 0.39339], [""SMCI"", 0.38309], [""SEDG"", 0.37913], [""QCOM"", 0.36573], [""ADM"", 0.36492]]","[[""SRCL"", -0.27296], [""GC=F"", -0.21214], [""ALL"", -0.19102], [""MO"", -0.19035], [""AON"", -0.17222], [""SBUX"", -0.1714], [""MOMO"", -0.16924], [""T"", -0.16521], [""CSCO"", -0.1624], [""ORCL"", -0.16204], [""ABT"", -0.15975]]"
VZ,Verizon Communications Inc., ,W:f - D:f,0.0640,0.1024,"[[""XAE=F"", ""1-F | 0.00713 | 0.69412""], [""XOM"", ""1-F | 0.01794 | 0.86503""], [""CVX"", ""1-F | 0.01842 | 0.62906""], [""^XAX"", ""1-F | 0.02490 | 0.96197""], [""JPYUSD=X"", ""1-F | 0.05258 | 0.63425""], [""BAX"", ""1-F | 0.05602 | 0.73713""], [""FSLR"", ""1-F | 0.06030 | 0.69767""], [""CI"", ""1-F | 0.06259 | 0.57043""], [""EOG"", ""1-F | 0.06618 | 0.60690""], [""XNCR"", ""1-F | 0.07708 | 0.00391""], [""INTC"", ""1-F | 0.09325 | 0.03817""]]","[[""PSA"", ""1-F | 0.00300 | 0.66897""], [""NBIX"", ""1-F | 0.00407 | 0.37527""], [""GBPUSD=X"", ""1-F | 0.01414 | 0.11627""], [""MDT"", ""1-F | 0.02207 | 0.07786""], [""CCI"", ""1-F | 0.02484 | 0.71286""], [""CB"", ""1-F | 0.03217 | 0.11165""], [""NOC"", ""1-F | 0.03402 | 0.60382""], [""EGAN"", ""1-F | 0.03700 | 0.15212""], [""LMT"", ""1-F | 0.03725 | 0.74459""], [""UNH"", ""1-F | 0.03949 | 0.45750""], [""JPYUSD=X"", ""1-F | 0.04121 | 0.12331""]]","[[""T"", 0.51423], [""BAX"", 0.42763], [""MDT"", 0.35088], [""NEOG"", 0.31339], [""MMM"", 0.31113], [""CCI"", 0.29711], [""PFE"", 0.29237], [""USB"", 0.29201], [""ERIC"", 0.28658], [""CMCSA"", 0.26933], [""GLPG"", 0.26921]]","[[""LSCC"", -0.18705], [""FSLR"", -0.18504], [""NVDA"", -0.15773], [""AVGO"", -0.14482], [""MRVL"", -0.14411], [""EOG"", -0.13927], [""MSFT"", -0.12953], [""SMCI"", -0.11706], [""^N225"", -0.11701], [""CLDX"", -0.11676], [""GOOGL"", -0.11491]]","[[""T"", 0.55811], [""KO"", 0.38029], [""JNJ"", 0.3729], [""XAB=F"", 0.35709], [""HD"", 0.35369], [""IBM"", 0.35009], [""^DJI"", 0.33141], [""PSA"", 0.32781], [""XAU=F"", 0.32759], [""LIN"", 0.30372], [""ERIC"", 0.30344]]","[[""FXP"", -0.20738], [""SMCI"", -0.14555], [""CLSK"", -0.1443], [""LRCX"", -0.14166], [""GRPN"", -0.13088], [""NBIX"", -0.13073], [""LSCC"", -0.12657], [""HRTX"", -0.1112], [""IART"", -0.10013], [""UCTT"", -0.09793], [""CRSP"", -0.09413]]"
