Symbol,LongName,Groups,Trend,WklyPrdStg,DlyPrdStg,wTop10Coint,dTop10Coint,wTop10Corr,wTop10xCorr,dTop10Corr,dTop10xCorr
JPYUSD=X,JPY/USD,I:JPY,W:f - D:f,0.0640,0.2727,"[[""FXI"", ""1-F | 0.01486 | 0.50761""], [""^XAX"", ""1-F | 0.02052 | 0.96135""], [""FSLR"", ""1-F | 0.02077 | 0.63211""], [""NOC"", ""1-F | 0.08221 | 0.48041""], [""CI"", ""1-F | 0.08377 | 0.43057""], [""BAX"", ""1-F | 0.08422 | 0.92273""], [""INTC"", ""1-F | 0.10286 | 0.55976""], [""NEOG"", ""1-F | 0.10943 | 0.77238""], [""GD"", ""1-F | 0.12883 | 0.73204""], [""LMT"", ""1-F | 0.13287 | 0.30621""], [""VZ"", ""1-F | 0.13704 | 0.63425""]]","[[""JNJ"", ""1-F | 0.00815 | 0.63070""], [""MTCH"", ""1-F | 0.12044 | 0.08723""], [""CCI"", ""1-F | 0.16210 | 0.85086""], [""SCHW"", ""1-F | 0.24274 | 0.30312""], [""HAE"", ""1-F | 0.25837 | 0.10816""], [""VZ"", ""1-F | 0.32776 | 0.12331""], [""TMO"", ""1-F | 0.33875 | 0.23251""], [""DHR"", ""1-F | 0.34094 | 0.25201""], [""MDT"", ""1-F | 0.35260 | 0.28751""], [""GBPUSD=X"", ""1-F | 0.35668 | 0.46906""], [""^N225"", ""1-F | 0.38733 | 0.00592""]]","[[""EURUSD=X"", 0.36726], [""BAX"", 0.26161], [""VZ"", 0.2607], [""GBPUSD=X"", 0.2588], [""QURE"", 0.25144], [""IART"", 0.24805], [""NEOG"", 0.23971], [""MTCH"", 0.23913], [""XNCR"", 0.23771], [""ZM"", 0.23315], [""MOMO"", 0.22996]]","[[""^N225"", -0.37189], [""BRK-B"", -0.32727], [""CVX"", -0.31815], [""^XAX"", -0.31385], [""XAE=F"", -0.31312], [""XOM"", -0.29207], [""JPM"", -0.29141], [""CAT"", -0.28903], [""CI"", -0.28175], [""VRTX"", -0.2645], [""XAF=F"", -0.25922]]","[[""EURUSD=X"", 0.59128], [""JNJ"", 0.25193], [""EXAS"", 0.20758], [""MCD"", 0.19548], [""ABT"", 0.19181], [""SBUX"", 0.18426], [""FOLD"", 0.18407], [""PSA"", 0.18233], [""ALKS"", 0.16522], [""CNC"", 0.16108], [""LMT"", 0.15956]]","[[""GOOG"", -0.21036], [""SCHW"", -0.20386], [""CVX"", -0.19147], [""HIMX"", -0.18887], [""QCOM"", -0.18097], [""MSFT"", -0.16603], [""LRCX"", -0.1618], [""AMZN"", -0.15203], [""CLS"", -0.14684], [""HUBS"", -0.14259], [""AIG"", -0.1333]]"
KO,The Coca-Cola Company, ,W:f - D:f,0.0570,0.2692,"[[""SO"", ""1-F | 0.00043 | 0.33430""], [""YY"", ""1-F | 0.00164 | 0.60757""], [""HRTX"", ""1-F | 0.00300 | 0.84973""], [""ADP"", ""1-F | 0.00364 | 0.78659""], [""WM"", ""1-F | 0.00412 | 0.83476""], [""UNH"", ""1-F | 0.00486 | 0.72415""], [""NOC"", ""1-F | 0.00519 | 0.39874""], [""FXI"", ""1-F | 0.00531 | 0.70520""], [""AON"", ""1-F | 0.00599 | 0.71996""], [""DUK"", ""1-F | 0.01070 | 0.00119""], [""LMT"", ""1-F | 0.01430 | 0.27611""]]","[[""GBPUSD=X"", ""1-F | 0.01363 | 0.64840""], [""IRTC"", ""1-F | 0.08030 | 0.57422""], [""CL"", ""1-F | 0.09226 | 0.06509""], [""LLY"", ""1-F | 0.15644 | 0.09711""], [""DIS"", ""1-F | 0.16115 | 0.75688""], [""NNDM"", ""1-F | 0.20105 | 0.70129""], [""VRTX"", ""1-F | 0.27173 | 0.33350""], [""LMT"", ""1-F | 0.28737 | 0.74427""], [""CVX"", ""1-F | 0.29444 | 0.36646""], [""UNH"", ""1-F | 0.32753 | 0.42110""], [""LSCC"", ""1-F | 0.32814 | 0.63940""]]","[[""PEP"", 0.63308], [""MDLZ"", 0.58222], [""CL"", 0.52446], [""SO"", 0.52181], [""PG"", 0.51998], [""CB"", 0.50942], [""^DJI"", 0.49708], [""WM"", 0.48893], [""^NYA"", 0.47882], [""LMT"", 0.47655], [""JNJ"", 0.47245]]","[[""FXP"", -0.27103], [""YY"", -0.19928], [""MOMO"", -0.15392], [""BIDU"", -0.14592], [""GRPN"", -0.13476], [""JPYUSD=X"", -0.12671], [""HRTX"", -0.12571], [""ACAD"", -0.09562], [""QURE"", -0.08526], [""NNDM"", -0.08468], [""CLSK"", -0.08332]]","[[""CL"", 0.56229], [""LMT"", 0.47392], [""SO"", 0.46619], [""MO"", 0.45549], [""DUK"", 0.44538], [""JNJ"", 0.42691], [""PG"", 0.41888], [""XAU=F"", 0.40841], [""PEP"", 0.4004], [""NEE"", 0.39529], [""MDLZ"", 0.38653]]","[[""LSCC"", -0.25336], [""IRTC"", -0.23808], [""LRCX"", -0.21527], [""SYNA"", -0.21166], [""SMCI"", -0.20964], [""WOLF"", -0.19489], [""HUBS"", -0.18994], [""UCTT"", -0.18755], [""INTC"", -0.18463], [""MDB"", -0.17977], [""CRSP"", -0.17765]]"
LDOS,"Leidos Holdings, Inc.",Military,W:f - D:f,-0.2442,0.1084,"[[""CL"", ""1-F | 0.00593 | 0.27592""], [""IRWD"", ""1-F | 0.01036 | 0.77201""], [""WMT"", ""1-F | 0.01302 | 0.04676""], [""GC=F"", ""1-F | 0.01326 | 0.98269""], [""CRM"", ""1-F | 0.02118 | 0.11511""], [""SO"", ""1-F | 0.02307 | 0.23117""], [""NOW"", ""1-F | 0.02651 | 0.97688""], [""MA"", ""1-F | 0.02953 | 0.67333""], [""V"", ""1-F | 0.03160 | 0.52460""], [""ALL"", ""1-F | 0.03975 | 0.20560""], [""AMGN"", ""1-F | 0.06031 | 0.00824""]]","[[""APD"", ""1-F | 0.01164 | 0.07574""], [""BA"", ""1-F | 0.01780 | 0.33830""], [""SO"", ""1-F | 0.01828 | 0.05669""], [""SYNA"", ""1-F | 0.01839 | 0.35984""], [""XAU=F"", ""1-F | 0.02869 | 0.69092""], [""DUK"", ""1-F | 0.02944 | 0.04443""], [""CB"", ""1-F | 0.03881 | 0.00826""], [""NNDM"", ""1-F | 0.04556 | 0.22862""], [""ASND"", ""1-F | 0.04617 | 0.36221""], [""IRTC"", ""1-F | 0.04906 | 0.34313""], [""ALGM"", ""1-F | 0.05694 | 0.34022""]]","[[""^NYA"", 0.57638], [""XAI=F"", 0.54993], [""^GSPC"", 0.53715], [""^DJI"", 0.51969], [""LMT"", 0.4959], [""GD"", 0.48804], [""NOC"", 0.48428], [""AXP"", 0.47755], [""BRK-B"", 0.47438], [""XAF=F"", 0.46999], [""HON"", 0.46921]]","[[""FXP"", -0.32346], [""JPYUSD=X"", -0.15592], [""IRWD"", -0.09788], [""HRTX"", -0.08433], [""GRPN"", -0.07374], [""ALKS"", -0.07266], [""OPK"", -0.05988], [""IONS"", -0.05403], [""YY"", -0.05089], [""MOMO"", -0.05076], [""NNDM"", -0.04892]]","[[""XAI=F"", 0.49833], [""^NYA"", 0.4795], [""^DJI"", 0.44109], [""GE"", 0.42851], [""LMT"", 0.42747], [""CAT"", 0.41267], [""MMM"", 0.39636], [""RTX"", 0.38871], [""ECL"", 0.38737], [""TXN"", 0.37775], [""^GSPC"", 0.37433]]","[[""FXP"", -0.23009], [""NKE"", -0.19489], [""CLDX"", -0.18736], [""BA"", -0.16483], [""IRTC"", -0.15333], [""INTC"", -0.13875], [""MRK"", -0.13267], [""NBIX"", -0.1254], [""CNMD"", -0.12475], [""PACB"", -0.12027], [""ALGM"", -0.1181]]"
LIN,Linde plc, ,W:f - D:f,0.1035,0.1952,"[[""MEDP"", ""1-F | 0.01048 | 0.00390""], [""MSFT"", ""1-F | 0.01747 | 0.02312""], [""CI"", ""1-F | 0.02164 | 0.58466""], [""AAPL"", ""1-F | 0.03762 | 0.29092""], [""AMGN"", ""1-F | 0.04378 | 0.70262""], [""MCD"", ""1-F | 0.05014 | 0.67983""], [""SYK"", ""1-F | 0.06818 | 0.32631""], [""LRCX"", ""1-F | 0.07456 | 0.80964""], [""SO"", ""1-F | 0.07725 | 0.81421""], [""WM"", ""1-F | 0.08108 | 0.67510""], [""QLYS"", ""1-F | 0.08194 | 0.76461""]]","[[""MDT"", ""1-F | 0.03356 | 0.21656""], [""CCI"", ""1-F | 0.09093 | 0.05892""], [""JNJ"", ""1-F | 0.10102 | 0.07896""], [""GBPUSD=X"", ""1-F | 0.15872 | 0.29503""], [""NOC"", ""1-F | 0.18478 | 0.15210""], [""BB"", ""1-F | 0.19017 | 0.32371""], [""JPYUSD=X"", ""1-F | 0.21757 | 0.29585""], [""EURUSD=X"", ""1-F | 0.23237 | 0.29493""], [""MDXG"", ""1-F | 0.23866 | 0.33838""], [""MTCH"", ""1-F | 0.26812 | 0.22871""], [""HIMX"", ""1-F | 0.27456 | 0.34695""]]","[[""XAB=F"", 0.59198], [""ITW"", 0.57906], [""XAI=F"", 0.56731], [""^DJI"", 0.55805], [""^NYA"", 0.54383], [""ACN"", 0.52855], [""ADP"", 0.52326], [""APD"", 0.52068], [""^GSPC"", 0.51909], [""CAT"", 0.51696], [""WM"", 0.51415]]","[[""FXP"", -0.38494], [""JPYUSD=X"", -0.22779], [""OPK"", -0.15182], [""MOMO"", -0.11052], [""IRWD"", -0.10211], [""T"", -0.07862], [""HRTX"", -0.07587], [""YY"", -0.06617], [""GRPN"", -0.06215], [""NNDM"", -0.06186], [""SRCL"", -0.05997]]","[[""XAB=F"", 0.58233], [""ECL"", 0.41564], [""^NYA"", 0.40177], [""KO"", 0.36766], [""CL"", 0.35717], [""XAI=F"", 0.35557], [""^GSPC"", 0.34298], [""^DJI"", 0.3411], [""SYK"", 0.32581], [""IBM"", 0.32449], [""BRK-B"", 0.31337]]","[[""FXP"", -0.17264], [""HUBS"", -0.14655], [""QURE"", -0.12818], [""SYNA"", -0.08909], [""EGAN"", -0.08254], [""MDXG"", -0.07477], [""HRTX"", -0.06462], [""ACAD"", -0.05569], [""QLYS"", -0.05497], [""IONS"", -0.04711], [""NBIX"", -0.04151]]"
LIVN,LivaNova PLC, ,W:f - D:f,0.1791,0.2000,"[[""BB"", ""1-F | 0.01070 | 0.14493""], [""LMT"", ""1-F | 0.01824 | 0.55680""], [""BFH"", ""1-F | 0.02587 | 0.02588""], [""VRTX"", ""1-F | 0.03162 | 0.89412""], [""AMGN"", ""1-F | 0.03474 | 0.49505""], [""PG"", ""1-F | 0.04056 | 0.84463""], [""MCD"", ""1-F | 0.04440 | 0.82882""], [""MDLZ"", ""1-F | 0.04646 | 0.61103""], [""APD"", ""1-F | 0.04838 | 0.60830""], [""PEP"", ""1-F | 0.05333 | 0.71547""], [""GC=F"", ""1-F | 0.05624 | 0.98561""]]","[[""CVX"", ""1-F | 0.02008 | 0.00373""], [""AIG"", ""1-F | 0.06751 | 0.00923""], [""BIDU"", ""1-F | 0.08067 | 0.07429""], [""NEO"", ""1-F | 0.08785 | 0.51918""], [""CLSK"", ""1-F | 0.10666 | 0.01336""], [""MDRX"", ""1-F | 0.10774 | 0.30314""], [""ALKS"", ""1-F | 0.11320 | 0.32955""], [""BCRX"", ""1-F | 0.11446 | 0.42262""], [""AMX"", ""1-F | 0.11798 | 0.06470""], [""MOMO"", ""1-F | 0.11900 | 0.28415""], [""VRSN"", ""1-F | 0.12980 | 0.72553""]]","[[""IART"", 0.40556], [""BFH"", 0.38671], [""MMM"", 0.37275], [""USB"", 0.35442], [""BA"", 0.35325], [""NEOG"", 0.34513], [""HRTX"", 0.3421], [""GRPN"", 0.33011], [""BB"", 0.31012], [""BAX"", 0.29756], [""JAZZ"", 0.29218]]","[[""GC=F"", -0.14358], [""VRTX"", -0.07178], [""SMCI"", -0.06969], [""AAPL"", -0.05348], [""FSLR"", -0.0507], [""MRK"", -0.04396], [""SO"", -0.04099], [""PG"", -0.03316], [""^N225"", -0.02866], [""META"", -0.02494], [""CL"", -0.02424]]","[[""CVX"", 0.27798], [""NNDM"", 0.27512], [""UPS"", 0.26837], [""SCHW"", 0.24331], [""AIG"", 0.23487], [""IRTC"", 0.23393], [""DIS"", 0.2329], [""ALGM"", 0.22567], [""MEDP"", 0.21928], [""CNMD"", 0.21695], [""LSCC"", 0.21646]]","[[""SRCL"", -0.25614], [""AAPL"", -0.16917], [""TEVA"", -0.1619], [""AVGO"", -0.11265], [""ALKS"", -0.10802], [""TSLA"", -0.10601], [""NOW"", -0.10548], [""BCRX"", -0.0954], [""MDRX"", -0.08516], [""META"", -0.08502], [""GC=F"", -0.08358]]"
LLY,Eli Lilly and Company, ,W:f - D:f,0.2279,0.1988,"[[""CAT"", ""1-F | 0.01027 | 0.95561""], [""AXON"", ""1-F | 0.02024 | 0.21945""], [""^N225"", ""1-F | 0.03206 | 0.86267""], [""CB"", ""1-F | 0.05905 | 0.98543""], [""ORCL"", ""1-F | 0.06229 | 0.97361""], [""BKNG"", ""1-F | 0.07570 | 0.93582""], [""GE"", ""1-F | 0.09749 | 0.96496""], [""TRV"", ""1-F | 0.10980 | 0.98093""], [""VRTX"", ""1-F | 0.12781 | 0.97570""], [""ALL"", ""1-F | 0.13266 | 0.96319""], [""MEDP"", ""1-F | 0.14160 | 0.99061""]]","[[""TXN"", ""1-F | 0.00459 | 0.08550""], [""CL"", ""1-F | 0.00459 | 0.09660""], [""QLYS"", ""1-F | 0.01447 | 0.10534""], [""DIS"", ""1-F | 0.01567 | 0.19019""], [""KO"", ""1-F | 0.02330 | 0.09711""], [""GBPUSD=X"", ""1-F | 0.03367 | 0.15060""], [""JAZZ"", ""1-F | 0.03825 | 0.14788""], [""VRTX"", ""1-F | 0.04694 | 0.02617""], [""HUBS"", ""1-F | 0.04914 | 0.69450""], [""PFE"", ""1-F | 0.04978 | 0.10616""], [""ADM"", ""1-F | 0.05268 | 0.07745""]]","[[""MRK"", 0.4993], [""VRTX"", 0.46498], [""AMGN"", 0.46193], [""UNH"", 0.45299], [""ORCL"", 0.43352], [""AON"", 0.42788], [""CI"", 0.42632], [""TRV"", 0.42601], [""MSFT"", 0.42548], [""BRK-B"", 0.42495], [""WM"", 0.42357]]","[[""JPYUSD=X"", -0.24268], [""FXP"", -0.19846], [""MOMO"", -0.19014], [""FXI"", -0.14258], [""BIDU"", -0.13706], [""YY"", -0.13509], [""BFH"", -0.11154], [""EURUSD=X"", -0.0986], [""NEOG"", -0.09469], [""INTC"", -0.08373], [""QURE"", -0.08305]]","[[""^GSPC"", 0.38393], [""^NYA"", 0.34486], [""^IXIC"", 0.34124], [""XAI=F"", 0.32606], [""GE"", 0.32486], [""XAK=F"", 0.32154], [""AMGN"", 0.30972], [""NVDA"", 0.30891], [""TEVA"", 0.30868], [""TXN"", 0.30565], [""ECL"", 0.29802]]","[[""QLYS"", -0.21886], [""FXP"", -0.21647], [""INTC"", -0.16338], [""CNMD"", -0.15919], [""UPS"", -0.14656], [""MDXG"", -0.13428], [""MDB"", -0.13414], [""EGAN"", -0.12664], [""CMCSA"", -0.12228], [""SYNA"", -0.11421], [""EL"", -0.11355]]"
LMT,Lockheed Martin Corporation,Military,W:f - D:f,0.0465,0.2120,"[[""FSLR"", ""0-T  | ""], [""SO"", ""1-F | 0.00599 | 0.21130""], [""BB"", ""1-F | 0.00725 | 0.33736""], [""VRTX"", ""1-F | 0.00792 | 0.04119""], [""AMGN"", ""1-F | 0.01235 | 0.03143""], [""FXI"", ""1-F | 0.01464 | 0.40049""], [""HRTX"", ""1-F | 0.01583 | 0.43234""], [""JPYUSD=X"", ""1-F | 0.01674 | 0.30621""], [""KO"", ""1-F | 0.01747 | 0.27611""], [""LIVN"", ""1-F | 0.02123 | 0.55680""], [""EURUSD=X"", ""1-F | 0.02411 | 0.30694""]]","[[""IRTC"", ""1-F | 0.00657 | 0.78485""], [""CB"", ""1-F | 0.05574 | 0.76318""], [""QLYS"", ""1-F | 0.16277 | 0.68421""], [""LDOS"", ""1-F | 0.18177 | 0.39913""], [""PSA"", ""1-F | 0.19551 | 0.41958""], [""UNH"", ""1-F | 0.20567 | 0.09404""], [""NNDM"", ""1-F | 0.22728 | 0.75007""], [""PG"", ""1-F | 0.25471 | 0.74522""], [""BA"", ""1-F | 0.27329 | 0.50266""], [""ECL"", ""1-F | 0.28503 | 0.76409""], [""SYNA"", ""1-F | 0.29960 | 0.76489""]]","[[""NOC"", 0.65488], [""GD"", 0.53844], [""RTX"", 0.52419], [""XAI=F"", 0.52195], [""LDOS"", 0.4959], [""BRK-B"", 0.48623], [""TRV"", 0.48417], [""AON"", 0.48338], [""^DJI"", 0.4807], [""KO"", 0.47655], [""^NYA"", 0.4637]]","[[""FXP"", -0.28506], [""JPYUSD=X"", -0.19632], [""MOMO"", -0.15137], [""HRTX"", -0.15055], [""OPK"", -0.14799], [""BB"", -0.13255], [""YY"", -0.1194], [""NNDM"", -0.11607], [""ZM"", -0.10918], [""CLSK"", -0.10524], [""EURUSD=X"", -0.10258]]","[[""NOC"", 0.5772], [""RTX"", 0.47736], [""KO"", 0.47392], [""SO"", 0.46737], [""DUK"", 0.43773], [""XAU=F"", 0.43145], [""LDOS"", 0.42747], [""MO"", 0.41849], [""CL"", 0.40911], [""BRK-B"", 0.3977], [""^DJI"", 0.39433]]","[[""LRCX"", -0.28653], [""ALGM"", -0.2768], [""LSCC"", -0.26825], [""SYNA"", -0.25928], [""SMCI"", -0.25381], [""INTC"", -0.25305], [""SEDG"", -0.23102], [""IRTC"", -0.22762], [""UCTT"", -0.22504], [""WOLF"", -0.20979], [""FXP"", -0.20738]]"
LOW,"Lowe's Companies, Inc.", ,W:f - D:f,0.0930,0.1036,"[[""ACN"", ""0-T  | ""], [""AAPL"", ""1-F | 0.01058 | 0.00533""], [""AON"", ""1-F | 0.01262 | 0.01289""], [""UNH"", ""1-F | 0.01487 | 0.51263""], [""MOMO"", ""1-F | 0.01647 | 0.79010""], [""CSX"", ""1-F | 0.01821 | 0.76436""], [""XAB=F"", ""1-F | 0.02167 | 0.22635""], [""INTU"", ""1-F | 0.02167 | 0.75732""], [""TXN"", ""1-F | 0.02572 | 0.36780""], [""FXP"", ""1-F | 0.02697 | 0.67139""], [""GOOGL"", ""1-F | 0.03104 | 0.04637""]]","[[""ALGM"", ""1-F | 0.02183 | 0.59358""], [""LRCX"", ""1-F | 0.03378 | 0.73176""], [""GILD"", ""1-F | 0.05925 | 0.05527""], [""CAT"", ""1-F | 0.06105 | 0.00299""], [""HRTX"", ""1-F | 0.07807 | 0.49327""], [""TRV"", ""1-F | 0.08218 | 0.02095""], [""MOMO"", ""1-F | 0.10555 | 0.44918""], [""XAI=F"", ""1-F | 0.10649 | 0.23336""], [""VSH"", ""1-F | 0.11150 | 0.55151""], [""BA"", ""1-F | 0.11854 | 0.27404""], [""NBIX"", ""1-F | 0.12190 | 0.56722""]]","[[""HD"", 0.73657], [""XAI=F"", 0.58449], [""^GSPC"", 0.58206], [""^DJI"", 0.5739], [""ITW"", 0.55775], [""XAB=F"", 0.53709], [""^NYA"", 0.53206], [""ADP"", 0.52469], [""ACN"", 0.52343], [""BLK"", 0.52085], [""TXN"", 0.50755]]","[[""FXP"", -0.36431], [""JPYUSD=X"", -0.16184], [""MOMO"", -0.14825], [""YY"", -0.10532], [""HRTX"", -0.10121], [""T"", -0.08133], [""IONS"", -0.08037], [""QURE"", -0.07949], [""NNDM"", -0.07473], [""BA"", -0.07447], [""IRWD"", -0.06831]]","[[""HD"", 0.68739], [""XAI=F"", 0.51723], [""^DJI"", 0.4786], [""PSA"", 0.46987], [""^NYA"", 0.46419], [""XAF=F"", 0.45846], [""BLK"", 0.44227], [""IBM"", 0.42147], [""XAB=F"", 0.4102], [""^GSPC"", 0.40862], [""SPGI"", 0.40843]]","[[""FXP"", -0.34297], [""ALGM"", -0.15696], [""BA"", -0.14866], [""MRK"", -0.12558], [""NBIX"", -0.11688], [""EGAN"", -0.11478], [""HRTX"", -0.10835], [""SYNA"", -0.08295], [""VSH"", -0.07781], [""IART"", -0.06488], [""APTV"", -0.06376]]"
LRCX,Lam Research Corporation, ,W:f - D:f,0.1070,0.1060,"[[""ITW"", ""1-F | 0.00835 | 0.07054""], [""AMGN"", ""1-F | 0.04261 | 0.00618""], [""EMR"", ""1-F | 0.04431 | 0.04975""], [""XAB=F"", ""1-F | 0.04461 | 0.39659""], [""ORCL"", ""1-F | 0.04624 | 0.04434""], [""^DJI"", ""1-F | 0.05340 | 0.77992""], [""LIN"", ""1-F | 0.05930 | 0.80964""], [""MRVL"", ""1-F | 0.06200 | 0.01985""], [""V"", ""1-F | 0.06212 | 0.60773""], [""HD"", ""1-F | 0.07125 | 0.37551""], [""HUBS"", ""1-F | 0.08142 | 0.62114""]]","[[""HRTX"", ""1-F | 0.00256 | 0.31682""], [""ADP"", ""1-F | 0.00259 | 0.88499""], [""ALL"", ""1-F | 0.00695 | 0.74505""], [""TRV"", ""1-F | 0.00823 | 0.68918""], [""MRK"", ""1-F | 0.00920 | 0.00309""], [""PYPL"", ""1-F | 0.00929 | 0.91420""], [""IBM"", ""1-F | 0.01377 | 0.87864""], [""MA"", ""1-F | 0.01417 | 0.79390""], [""NOW"", ""1-F | 0.01579 | 0.89597""], [""USB"", ""1-F | 0.01786 | 0.70857""], [""AON"", ""1-F | 0.01832 | 0.83079""]]","[[""UCTT"", 0.65077], [""XAK=F"", 0.63616], [""^IXIC"", 0.62503], [""AVGO"", 0.59525], [""^GSPC"", 0.59378], [""TXN"", 0.56541], [""MRVL"", 0.55033], [""^DJI"", 0.52825], [""NVDA"", 0.52572], [""QCOM"", 0.52348], [""XAI=F"", 0.52267]]","[[""FXP"", -0.37954], [""JPYUSD=X"", -0.20768], [""T"", -0.1542], [""VZ"", -0.08848], [""ALKS"", -0.08505], [""IRWD"", -0.0719], [""MO"", -0.06054], [""HRTX"", -0.05709], [""MOMO"", -0.05385], [""GLPG"", -0.05313], [""INCY"", -0.03382]]","[[""QCOM"", 0.57821], [""UCTT"", 0.56755], [""ALGM"", 0.5442], [""SMCI"", 0.489], [""WOLF"", 0.42813], [""LSCC"", 0.4201], [""MEDP"", 0.41693], [""SYNA"", 0.40388], [""VSH"", 0.39339], [""INTC"", 0.37216], [""MSFT"", 0.36395]]","[[""NOC"", -0.35304], [""MO"", -0.33224], [""GILD"", -0.29622], [""LMT"", -0.28653], [""ALL"", -0.27921], [""CB"", -0.25165], [""USB"", -0.22564], [""T"", -0.2249], [""BRK-B"", -0.22411], [""KO"", -0.21527], [""PNC"", -0.21317]]"
LSCC,Lattice Semiconductor Corporation,,W:f - D:f,-0.0105,-0.1000,"[[""PEP"", ""0-T  | ""], [""MDLZ"", ""1-F | 0.00409 | 0.50712""], [""UNH"", ""1-F | 0.00924 | 0.57749""], [""T"", ""1-F | 0.03615 | 0.58810""], [""ALGM"", ""1-F | 0.03821 | 0.04635""], [""MOMO"", ""1-F | 0.04078 | 0.64459""], [""JNJ"", ""1-F | 0.06237 | 0.11310""], [""HRTX"", ""1-F | 0.06875 | 0.75299""], [""ITW"", ""1-F | 0.08342 | 0.08534""], [""AON"", ""1-F | 0.08408 | 0.54406""], [""MCD"", ""1-F | 0.10182 | 0.22497""]]","[[""NNDM"", ""1-F | 0.00099 | 0.52792""], [""BCRX"", ""1-F | 0.01451 | 0.61334""], [""UPS"", ""1-F | 0.03605 | 0.00437""], [""MDRX"", ""1-F | 0.04366 | 0.58237""], [""SPGI"", ""1-F | 0.05038 | 0.73247""], [""UNH"", ""1-F | 0.06201 | 0.55119""], [""TXN"", ""1-F | 0.08124 | 0.65885""], [""DUK"", ""1-F | 0.08753 | 0.71831""], [""SO"", ""1-F | 0.09471 | 0.71425""], [""OPK"", ""1-F | 0.10025 | 0.54808""], [""RTX"", ""1-F | 0.10950 | 0.65329""]]","[[""ALGM"", 0.59263], [""^IXIC"", 0.54416], [""TXN"", 0.53943], [""XAK=F"", 0.52076], [""QCOM"", 0.50712], [""LRCX"", 0.50153], [""MRVL"", 0.49894], [""^GSPC"", 0.47781], [""SYNA"", 0.44988], [""^DJI"", 0.44816], [""AAPL"", 0.44645]]","[[""FXP"", -0.38567], [""T"", -0.22019], [""VZ"", -0.18705], [""MO"", -0.18325], [""JPYUSD=X"", -0.17162], [""GLPG"", -0.11042], [""GRPN"", -0.10082], [""IONS"", -0.08388], [""HRTX"", -0.0792], [""MOMO"", -0.07513], [""BAX"", -0.06368]]","[[""ALGM"", 0.50513], [""SYNA"", 0.50043], [""WOLF"", 0.48397], [""INTC"", 0.47401], [""VSH"", 0.45235], [""SEDG"", 0.43988], [""LRCX"", 0.4201], [""UCTT"", 0.41943], [""MDB"", 0.39413], [""SMCI"", 0.38073], [""QCOM"", 0.36676]]","[[""VRTX"", -0.27371], [""LMT"", -0.26825], [""KO"", -0.25336], [""ALL"", -0.23973], [""MO"", -0.2393], [""PG"", -0.23603], [""SRCL"", -0.21917], [""RTX"", -0.2132], [""CL"", -0.21011], [""DUK"", -0.20021], [""NOC"", -0.18796]]"
MA,Mastercard Incorporated, ,W:f - D:f,0.0535,0.1144,"[[""V"", ""1-F | 0.00001 | 0.62725""], [""GC=F"", ""1-F | 0.00767 | 0.94299""], [""MSFT"", ""1-F | 0.02332 | 0.04054""], [""SYK"", ""1-F | 0.02727 | 0.28237""], [""LDOS"", ""1-F | 0.03718 | 0.67333""], [""SO"", ""1-F | 0.04250 | 0.76859""], [""HD"", ""1-F | 0.04838 | 0.33108""], [""AMGN"", ""1-F | 0.04994 | 0.75048""], [""NOW"", ""1-F | 0.05738 | 0.97172""], [""AAPL"", ""1-F | 0.06669 | 0.20719""], [""XAK=F"", ""1-F | 0.06877 | 0.97272""]]","[[""TRV"", ""1-F | 0.00166 | 0.58099""], [""VSH"", ""1-F | 0.00422 | 0.63088""], [""ZM"", ""1-F | 0.00436 | 0.54056""], [""CSCO"", ""1-F | 0.00585 | 0.68715""], [""MRK"", ""1-F | 0.01088 | 0.94476""], [""HRTX"", ""1-F | 0.01334 | 0.82701""], [""GILD"", ""1-F | 0.01528 | 0.42178""], [""LRCX"", ""1-F | 0.02168 | 0.79390""], [""PYPL"", ""1-F | 0.02194 | 0.26530""], [""USB"", ""1-F | 0.03857 | 0.80871""], [""HD"", ""1-F | 0.03938 | 0.00844""]]","[[""V"", 0.74312], [""XAK=F"", 0.60043], [""^IXIC"", 0.55953], [""ACN"", 0.55406], [""MSFT"", 0.54474], [""^GSPC"", 0.5419], [""CRM"", 0.5403], [""ADP"", 0.53032], [""^DJI"", 0.52914], [""NOW"", 0.52532], [""AXP"", 0.52349]]","[[""FXP"", -0.41347], [""JPYUSD=X"", -0.14161], [""HRTX"", -0.11742], [""MOMO"", -0.11537], [""T"", -0.11165], [""NNDM"", -0.10724], [""IRWD"", -0.08182], [""GRPN"", -0.0725], [""ALKS"", -0.07184], [""YY"", -0.07054], [""OPK"", -0.05906]]","[[""V"", 0.64058], [""XAF=F"", 0.53959], [""^DJI"", 0.50249], [""AON"", 0.44483], [""BLK"", 0.44205], [""ADP"", 0.43062], [""IBM"", 0.42905], [""JPM"", 0.42867], [""ALL"", 0.42762], [""BRK-B"", 0.42422], [""^NYA"", 0.41896]]","[[""FXP"", -0.22759], [""IONS"", -0.17934], [""SYNA"", -0.17819], [""ALGM"", -0.16333], [""BA"", -0.16063], [""SEDG"", -0.15337], [""CLDX"", -0.15152], [""LRCX"", -0.14725], [""HRTX"", -0.14498], [""WOLF"", -0.13512], [""AMX"", -0.13458]]"
